BHK,project,Location,City,Total sqft,price_sqft,price
1 BHK Apartment,Arihant ResidencySion,Sion,Mumbai,662,"4,229",28 L
2,NA,Santosh Nagar,Mumbai,860,"4,883",42 L
1,NA,Virar East,Mumbai,560,"5,312",29.75 L
2 BHK Apartment,Poddar Samruddhi EvergreensBadlapur East,Badlapur East,Mumbai,865,"4,161",36 L
1,NA,Agripada,Mumbai,765,"16,993",1.3 Cr
1,NA,Panvel,Mumbai,630,"4,126",26 L
3,NA,Gorai,Mumbai,2250,"3,466",78 L
1 BHK Apartment,Aries Aries Vangani HeightVangani,Vangani,Mumbai,450,"19,777",89 L
1,NA,Virar West,Mumbai,550,"7,272",40 L
1 BHK Apartment,Reputed Builder Wild Wood Park 2Andheri West,Andheri West,Mumbai,651,"3,072",20 L
1 BHK Apartment,Raja Tirupati Balaji TowersSantacruz West,Santacruz West,Mumbai,600,"41,666",2.5 Cr
1 BHK Apartment,Reputed Builder Wild Wood Park 2Andheri West,Andheri West,Mumbai,651,"3,072",20 L
2,NA,Kalwa,Mumbai,535,"8,598",46 L
2,NA,Kalyan West,Mumbai,825,"6,545",54 L
6 BHK Independent Floor,Reputed Builder Vasu KamalPowai,Powai,Mumbai,2002,"14,985",3 Cr
3 BHK Independent Floor,Reputed Builder Vasu KamalPowai,Powai,Mumbai,2000,"14,300",2.86 Cr
2,NA,Goregaon East,Mumbai,854,"21,662",1.85 Cr
1 BHK Apartment,Umiya Jewel VistaBadlapur West,Badlapur West,Mumbai,695,"3,309",23 L
1 BHK Apartment,V K LAL VKLAL VISHNU PHASE IDahisar,Dahisar,Mumbai,420,"16,199",68.03 L
1 BHK Apartment,V K LAL VKLAL VISHNU PHASE IDahisar,Dahisar,Mumbai,394,"16,499",65 L
1 BHK Apartment,V K LAL VKLAL VISHNU PHASE IDahisar,Dahisar,Mumbai,316,"17,498",55.29 L
3 BHK Apartment,Rashmi HeightsNala Sopara,Nala Sopara,Mumbai,1275,"5,490",69.99 L
1,NA,Hendre Pada,Mumbai,387,"3,001",11.61 L
1,NA,Vasai West,Mumbai,560,"8,392",47 L
1 BHK Apartment,Wadhwa Evergreen HeightsThane West,Thane West,Mumbai,680,"11,323",77 L
1,NA,Mazgaon,Mumbai,350,"18,571",65 L
1,NA,Ulwe,Mumbai,385,"6,363",24.5 L
1,NA,Belapur,Mumbai,550,"6,363",35 L
1 BHK Apartment,RKR HarmonyBadlapur East,Badlapur East,Mumbai,725,"3,448",25 L
3 BHK Independent House,Mahada BungalowsBorivali West,Borivali West,Mumbai,780,"10,000",78 L
2 BHK Apartment,Platinum Balaji KalashNerul,Nerul,Mumbai,1150,"15,217",1.75 Cr
1 BHK Apartment,V K LAL VKLAL HARI PHASE IDahisar,Dahisar,Mumbai,413,"18,005",74.36 L
1 BHK Apartment,V K LAL VKLAL HARI PHASE IDahisar,Dahisar,Mumbai,353,"17,220",60.78 L
1 BHK Apartment,V K LAL VKLAL HARI PHASE IDahisar,Dahisar,Mumbai,390,"17,215",67.13 L
1 BHK Apartment,V K LAL VKLAL HARI PHASE IDahisar,Dahisar,Mumbai,406,"17,226",69.76 L
1 BHK Apartment,V K LAL VKLAL HARI PHASE IDahisar,Dahisar,Mumbai,332,"17,247",57.09 L
2 BHK Apartment,Lodha Palava Lakeshore GreensDombivali,Dombivali,Mumbai,980,"5,102",50 L
1,NA,Andheri East,Mumbai,275,"20,727",56.99 L
1 BHK Apartment,Reputed Builder Krishna NagariBorivali West,Borivali West,Mumbai,520,"22,115",1.15 Cr
1,NA,Kumbharkhan Pada,Mumbai,565,"6,194",35 L
2,NA,Mulund West,Mumbai,500,"25,200",1.26 Cr
1,NA,Badlapur East,Mumbai,650,"3,536",22.99 L
1 BHK Apartment,Braj CityMahim,Mahim,Mumbai,600,"3,000",18 L
1 BHK Apartment,Unimont AurumKarjat,Karjat,Mumbai,410,"4,329",17.75 L
2 BHK Apartment,Unimont AurumKarjat,Karjat,Mumbai,735,"4,285",31.5 L
2 BHK Apartment,Unimont AurumKarjat,Karjat,Mumbai,840,"4,315",36.25 L
1 BHK Apartment,Unimont AurumKarjat,Karjat,Mumbai,460,"4,619",21.25 L
1 BHK Apartment,Unimont AurumKarjat,Karjat,Mumbai,435,"4,597",20 L
1 BHK Apartment,Unimont AurumKarjat,Karjat,Mumbai,490,"4,591",22.5 L
1 BHK Apartment,Unimont AurumKarjat,Karjat,Mumbai,530,"4,622",24.5 L
2 BHK Apartment,Unimont AurumKarjat,Karjat,Mumbai,780,"4,294",33.5 L
2 BHK Apartment,Neelkanth Valley IIKhopoli,Khopoli,Mumbai,428,"7,845",33.49 L
1 BHK Apartment,Neelkanth Valley IIKhopoli,Khopoli,Mumbai,237,"8,474",19.99 L
3 BHK Villa,Aditya Creations The Ocean Homes The PearlPalghar,Palghar,Mumbai,1450,"4,827",69.99 L
1,NA,Borivali West,Mumbai,515,"24,271",1.25 Cr
1 BHK Apartment,Mahindra Mahindra ParkGhatkopar West,Ghatkopar West,Mumbai,540,"21,296",1.15 Cr
1,NA,Khadawali,Mumbai,250,"1,520",3.8 L
1,NA,Mulund East,Mumbai,264,"7,575",20 L
1,NA,Dombivali East,Mumbai,380,"3,947",15 L
1 BHK Apartment,Reputed Builder Arjuna Park CHSThane West,Thane West,Mumbai,750,"11,733",88 L
2,NA,Kalamboli,Mumbai,900,"8,333",75 L
1 BHK Apartment,Satyam Samruddhi ApartmentKaranjade,Karanjade,Mumbai,600,"7,000",42 L
2 BHK Apartment,Runwal Runwal Forests Tower 9 To 11Kanjurmarg,Kanjurmarg,Mumbai,676,"22,189",1.5 Cr
2 BHK Apartment,Lodha Upper ThaneAnjurdive,Anjurdive,Mumbai,830,"9,638",80 L
R,NA,Thane West,Mumbai,2088,525,10.96 L
R,NA,Shahapur,Mumbai,2088,525,10.96 L
3 BHK Apartment,Jay ComplexNavade,Navade,Mumbai,1505,"3,521",53 L
1 BHK Apartment,Reputed Builder Sai Pratik CHSAiroli,Airoli,Mumbai,660,"10,757",71 L
1,NA,Karanjade,Mumbai,600,"5,833",35 L
1 BHK Apartment,Reputed Builder Vraj VillaGhatkopar West,Ghatkopar West,Mumbai,540,"18,518",1 Cr
1,NA,matunga east,Mumbai,350,"20,571",72 L
2,NA,Vichumbe,Mumbai,960,"6,458",62 L
1,NA,Andheri East,Mumbai,650,"19,230",1.25 Cr
1 BHK Apartment,Sethia Sea ViewGoregaon West,Goregaon West,Mumbai,450,"22,222",1 Cr
1 BHK Apartment,Shri Adiraj Nayan ParadiseNala Sopara,Nala Sopara,Mumbai,690,"5,072",35 L
1,NA,Bhangarwadi,Mumbai,674,"4,154",28 L
2 BHK Apartment,N Rose Northern HeightsDahisar,Dahisar,Mumbai,425,"5,068",21.54 L
2 BHK Apartment,Ekta WestBayBandra West,Bandra West,Mumbai,790,"47,468",3.75 Cr
1 BHK Apartment,Shreyash ResidencyUlwe,Ulwe,Mumbai,550,"7,272",40 L
2,NA,Borivali West,Mumbai,1151,"13,814",1.59 Cr
1,NA,Karanjade,Mumbai,660,"6,363",42 L
1,NA,Dombivali East,Mumbai,385,"3,870",14.9 L
2,NA,Mira Road East,Mumbai,800,"8,750",70 L
1,NA,Mandvi,Mumbai,270,"20,370",55 L
1 BHK Apartment,Ravi Gaurav ValleyMira Road East,Mira Road East,Mumbai,850,"5,647",48 L
2 BHK Apartment,Rachana Yash EnclaveDombivali,Dombivali,Mumbai,950,"9,473",90 L
2,NA,Kalyan West,Mumbai,830,"6,867",57 L
1,NA,Virar West,Mumbai,540,"5,925",32 L
1 BHK Apartment,Reputed Builder Orchid TowerKamathipura,Kamathipura,Mumbai,890,"28,089",2.5 Cr
1 BHK Apartment,Unimont AurumKarjat,Karjat,Mumbai,500,"3,600",18 L
1,NA,Neral,Mumbai,470,"5,531",26 L
1,NA,Neral,Mumbai,410,"4,512",18.5 L
2 BHK Apartment,Reputed Builder Horizon FloraMulund West,Mulund West,Mumbai,1000,"18,500",1.85 Cr
2 BHK Apartment,Hiranandani MeadowsThane West,Thane West,Mumbai,1050,"16,666",1.75 Cr
2,NA,Malad West,Mumbai,1050,"22,761",2.39 Cr
1,NA,Malad West,Mumbai,580,"16,034",93 L
1,NA,Borivali West,Mumbai,560,"14,642",82 L
1,NA,Goregaon West,Mumbai,570,"18,421",1.05 Cr
1 BHK Apartment,Reputed Builder Gokul VillageMira Road East,Mira Road East,Mumbai,575,"9,043",52 L
1,NA,Nalasopara West,Mumbai,350,"6,857",24 L
1 BHK Apartment,Unique Estate MumbaiMira Road East,Mira Road East,Mumbai,740,"10,270",76 L
3 BHK Apartment,Unique The EmpressMira Road East,Mira Road East,Mumbai,1565,"10,543",1.65 Cr
2 BHK Apartment,Atul Blue Orbit Phase 3Malad West,Malad West,Mumbai,1080,"17,592",1.9 Cr
3 BHK Apartment,KUL CourtSantacruz East,Santacruz East,Mumbai,1500,"26,666",4 Cr
3,NA,Panvel,Mumbai,1355,"9,594",1.3 Cr
5 BHK Independent Floor,Reputed Builder Wild Wood Park 2Andheri West,Andheri West,Mumbai,1601,"1,249",20 L
1 BHK Apartment,Reputed Builder Wild Wood Park 2Andheri West,Andheri West,Mumbai,651,"3,072",20 L
5 BHK Independent Floor,Reputed Builder Wild Wood Park 2Andheri West,Andheri West,Mumbai,1601,"1,249",20 L
1 BHK Apartment,Reputed Builder Wild Wood Park 2Andheri West,Andheri West,Mumbai,651,"3,072",20 L
2 BHK Apartment,Sunrise Kasturi GardenBhayandar West,Bhayandar West,Mumbai,960,"11,979",1.15 Cr
2 BHK Apartment,KP KrishnaGoregaon East,Goregaon East,Mumbai,666,"29,012",1.93 Cr
1 BHK Apartment,Jindal AvenuePanvel,Panvel,Mumbai,261,"17,499",45.49 L
2 BHK Apartment,Swaraj Homes Umiya KiranKamothe,Kamothe,Mumbai,1093,"7,136",78 L
1,NA,Thane West,Mumbai,600,"12,833",77 L
1,NA,Powai,Mumbai,355,"21,126",75 L
1 BHK Apartment,Shivam Prathamesh TowersThane West,Thane West,Mumbai,600,"9,166",55 L
1,NA,Boisar,Mumbai,650,"3,153",20.5 L
2 BHK Apartment,Reputed Builder Flight ViewSantacruz East,Santacruz East,Mumbai,854,"18,149",1.55 Cr
1,NA,Dombivali East,Mumbai,550,"6,363",35 L
2,NA,Kalyan West,Mumbai,830,"6,626",55 L
2 BHK Apartment,Godrej HillKalyan West,Kalyan West,Mumbai,830,"6,821",56.61 L
2,NA,Kalwa,Mumbai,575,"11,478",66 L
1,NA,Dharamveer Nagar,Mumbai,380,"13,157",50 L
2,NA,Nerul,Mumbai,1098,"14,116",1.55 Cr
1 BHK Apartment,Neelkanth Valley IIKhopoli,Khopoli,Mumbai,294,"7,670",22.54 L
2 BHK Apartment,Neelkanth Valley IIKhopoli,Khopoli,Mumbai,436,"7,701",33.49 L
1,NA,Kalwa,Mumbai,450,"7,333",33 L
2 BHK Apartment,Shree Tirupati Avenue 14Dadar East,Dadar East,Mumbai,950,"35,789",3.4 Cr
4 BHK Apartment,Reputed Builder Jawaharban CHSAndheri West,Andheri West,Mumbai,3000,"15,000",4.5 Cr
1 BHK Apartment,Rashmi Swastik NagarBhayandar East,Bhayandar East,Mumbai,500,"8,400",42 L
1,NA,Diva Gaon,Mumbai,590,"6,101",36 L
4 BHK Apartment,Runwal Forest Tower 5 To 8Kanjurmarg,Kanjurmarg,Mumbai,1100,"16,818",1.85 Cr
1,NA,Parel,Mumbai,250,"39,200",98 L
1,NA,Chembur,Mumbai,500,"21,000",1.05 Cr
1 BHK Apartment,Devnani CVIIChembur,Chembur,Mumbai,410,"26,829",1.1 Cr
1 BHK Apartment,Reputed Builder Shiv Darshan CHSSanpada,Sanpada,Mumbai,655,"5,801",38 L
1,NA,Ulwe,Mumbai,505,"6,237",31.5 L
1,NA,Karanjade,Mumbai,651,"5,837",38 L
1,NA,Vasai West,Mumbai,554,"7,761",43 L
1,NA,Khopoli,Mumbai,615,"3,414",21 L
2 BHK Apartment,Reputed Builder Satellite Classic CHSJogeshwari East,Jogeshwari East,Mumbai,650,"29,538",1.92 Cr
2 BHK Apartment,Reputed Builder kailash HeightsKamothe,Kamothe,Mumbai,1150,"7,652",88 L
2,NA,Kalyan West,Mumbai,1100,"5,454",60 L
2 BHK Apartment,Sanghvi InfeniaSantacruz East,Santacruz East,Mumbai,602,"31,142",1.87 Cr
2 BHK Apartment,Sanghvi InfeniaSantacruz East,Santacruz East,Mumbai,579,"31,141",1.79 Cr
1 BHK Apartment,Reputed Builder Shree Krishna DarshanKalwa,Kalwa,Mumbai,575,"10,782",62 L
1 BHK Apartment,Eeshan White RoseThane West,Thane West,Mumbai,550,"6,545",36 L
1 BHK Apartment,Reputed Builder Gaurav Enclave ApartmentMulund West,Mulund West,Mumbai,501,"16,167",81 L
1,NA,Girgaon,Mumbai,570,"19,298",1.1 Cr
2,NA,Sion,Mumbai,811,"18,249",1.48 Cr
1,NA,Nerul,Mumbai,590,"15,254",90 L
2,NA,Kandivali West,Mumbai,650,"21,538",1.4 Cr
1 BHK Apartment,Kalyan ViharKalyan West,Kalyan West,Mumbai,477,"8,071",38.49 L
1 BHK Apartment,Kalyan ViharKalyan West,Kalyan West,Mumbai,477,"8,071",38.49 L
1 BHK Apartment,Kalyan ViharKalyan West,Kalyan West,Mumbai,384,"9,505",36.49 L
1 BHK Apartment,Kalyan ViharKalyan West,Kalyan West,Mumbai,477,"8,071",38.49 L
1 BHK Apartment,Kalyan ViharKalyan West,Kalyan West,Mumbai,384,"9,505",36.49 L
1 BHK Apartment,Kalyan ViharKalyan West,Kalyan West,Mumbai,384,"9,505",36.49 L
1 BHK Apartment,Kalyan ViharKalyan West,Kalyan West,Mumbai,384,"9,505",36.49 L
R,NA,Belondakhar,Mumbai,1089,367,4 L
1,NA,Goregaon East,Mumbai,450,"21,111",95 L
1 BHK Apartment,Sethia Green ViewGoregaon West,Goregaon West,Mumbai,600,"15,833",95 L
1 BHK Apartment,Balaji Shiv HeightsDombivali,Dombivali,Mumbai,515,"6,504",33.5 L
1,NA,Belapur,Mumbai,700,"10,714",75 L
1 BHK Apartment,SS Balaji KrishnaDombivali,Dombivali,Mumbai,671,"6,408",43 L
1 RK Studio Apartment,Cidco FAM CHSKoper Khairane,Koper Khairane,Mumbai,338,"12,869",43.5 L
2,NA,Mira Road East,Mumbai,800,"13,750",1.1 Cr
1,NA,Kharghar,Mumbai,600,"5,000",30 L
2,NA,Kharghar,Mumbai,1100,"6,818",75 L
1,NA,Kharghar,Mumbai,635,"3,700",23.49 L
1 BHK Apartment,Arihant Arihant EnclaveAndheri East,Andheri East,Mumbai,443,"29,345",1.29 Cr
1 BHK Apartment,Arihant Arihant EnclaveAndheri East,Andheri East,Mumbai,446,"29,372",1.3 Cr
1,NA,Bhiwandi,Mumbai,600,"4,333",26 L
1,NA,Dombivli (West),Mumbai,525,"5,714",30 L
2 BHK Apartment,Arkade ArtMira Road East,Mira Road East,Mumbai,1230,"10,975",1.35 Cr
1 BHK Apartment,Bombay CastleDronagiri,Dronagiri,Mumbai,444,"8,671",38.5 L
2 BHK Apartment,Bombay CastleDronagiri,Dronagiri,Mumbai,561,"8,823",49.5 L
2 BHK Apartment,Bombay CastleDronagiri,Dronagiri,Mumbai,624,"8,814",55 L
R,NA,Boisar,Mumbai,3267,550,18 L
1 BHK Apartment,Shakuntala Shree Puram TownshipUmroli,Umroli,Mumbai,670,"2,500",16.75 L
1 BHK Apartment,Shakuntala Shree Puram TownshipUmroli,Umroli,Mumbai,500,"2,500",12.5 L
1 BHK Apartment,Shakuntala Shree Puram TownshipUmroli,Umroli,Mumbai,600,"2,500",15 L
1 BHK Apartment,Shakuntala Shree Puram TownshipUmroli,Umroli,Mumbai,650,"2,500",16.25 L
2 BHK Apartment,Shakuntala Shree Puram TownshipUmroli,Umroli,Mumbai,930,"2,500",23.25 L
1,NA,Dombivali East,Mumbai,560,"3,571",19.99 L
1 RK Studio Apartment,Raj Mandir ComplexMira Road East,Mira Road East,Mumbai,400,"8,000",32 L
1 BHK Apartment,Viva VedantaVirar,Virar,Mumbai,460,"8,543",39.3 L
1 BHK Apartment,Viva VedantaVirar,Virar,Mumbai,424,"8,702",36.9 L
1 BHK Apartment,Viva VedantaVirar,Virar,Mumbai,513,"8,538",43.8 L
2 BHK Apartment,Viva VedantaVirar,Virar,Mumbai,566,"9,005",50.97 L
1 BHK Apartment,Parijas ZenithKalyan East,Kalyan East,Mumbai,483,"9,128",43.99 L
1,NA,Taloje,Mumbai,640,"4,400",28.16 L
1,NA,Ulwe,Mumbai,635,"5,826",37 L
R,NA,Karjat,Mumbai,5850,"1,025",60 L
R,NA,Ulwe,Mumbai,1000,150,1.5 L
1 RK Studio Apartment,Sai Shrushti VatikaThane West,Thane West,Mumbai,270,"7,555",20.39 L
1,NA,Bhiwandi,Mumbai,525,"4,190",22 L
1 BHK Apartment,Qualitas La LuxuriaShahapur,Shahapur,Mumbai,437,"5,902",25.79 L
1 BHK Apartment,Qualitas La LuxuriaShahapur,Shahapur,Mumbai,482,"5,898",28.43 L
1 BHK Apartment,S K Avadh TownshipVasai,Vasai,Mumbai,525,"4,000",21 L
1 RK Studio Apartment,S K Avadh TownshipVasai,Vasai,Mumbai,405,"4,197",17 L
1 BHK Apartment,Riddhi Siddhi ImperialTaloja,Taloja,Mumbai,375,"6,533",24.5 L
2 BHK Apartment,Riddhi Siddhi ImperialTaloja,Taloja,Mumbai,595,"6,554",39 L
1 BHK Apartment,Royal HeritageVangani,Vangani,Mumbai,470,"4,255",20 L
2 BHK Apartment,Royal HeritageVangani,Vangani,Mumbai,553,"4,204",23.25 L
1 BHK Apartment,Space India GreensDundare,Dundare,Mumbai,485,"3,908",18.95 L
1 BHK Apartment,Space India Prakriti SparshPanvel,Panvel,Mumbai,610,"4,000",24.4 L
1,NA,Pale Bk.,Mumbai,535,"4,953",26.5 L
1 BHK Apartment,A M Balaji HeightsRasayani,Rasayani,Mumbai,313,"8,805",27.56 L
1 BHK Apartment,A M Balaji HeightsRasayani,Rasayani,Mumbai,313,"8,805",27.56 L
1 BHK Apartment,A M Balaji HeightsRasayani,Rasayani,Mumbai,298,"9,060",27 L
1 BHK Apartment,A M Balaji HeightsRasayani,Rasayani,Mumbai,298,"9,060",27 L
1 BHK Apartment,A M Balaji HeightsRasayani,Rasayani,Mumbai,313,"8,805",27.56 L
1 BHK Apartment,A M Balaji HeightsRasayani,Rasayani,Mumbai,313,"8,805",27.56 L
1 BHK Apartment,A M Balaji HeightsRasayani,Rasayani,Mumbai,298,"9,060",27 L
1 BHK Apartment,A M Balaji HeightsRasayani,Rasayani,Mumbai,298,"9,060",27 L
1,NA,Thakurli,Mumbai,685,"7,007",48 L
1 BHK Apartment,Reputed Builder Samarpan Complex ArpanBhayandar East,Bhayandar East,Mumbai,395,"14,177",55.99 L
1 BHK Apartment,Sai Sastha CrystalBhandup West,Bhandup West,Mumbai,486,"12,345",60 L
1 BHK Apartment,Raja Pooja ApartmentBandra West,Bandra West,Mumbai,530,"34,905",1.85 Cr
2 BHK Apartment,Space India AmulyamPanvel,Panvel,Mumbai,850,"4,094",34.8 L
R,NA,Uttan,Mumbai,4000,"1,975",79 L
2 BHK Apartment,Lodha Amara Tower 26 27 28 30 34 35Thane West,Thane West,Mumbai,1050,"9,047",95 L
1 BHK Apartment,Rachana Sukh Shanti NiwasKarjat,Karjat,Mumbai,456,"4,822",21.99 L
1 BHK Apartment,Space India Prakriti SparshPanvel,Panvel,Mumbai,600,"4,166",25 L
2 BHK Apartment,Cidco NRI ComplexSeawoods,Seawoods,Mumbai,1250,"7,120",89 L
1 BHK Apartment,Neminath Sahnivas CHSL And Prabhat CHSL Building No 1 And 2Andheri West,Andheri West,Mumbai,800,"6,875",55 L
4,NA,Andheri West,Mumbai,2700,"92,592",25 Cr
1 BHK Apartment,Padmawati RudranshPalghar,Palghar,Mumbai,475,"3,684",17.5 L
1 BHK Apartment,Sai Deep HeightsDombivali,Dombivali,Mumbai,590,"5,000",29.5 L
2 BHK Apartment,Lodha AquaMira Road East,Mira Road East,Mumbai,1021,"10,871",1.11 Cr
1,NA,Kharghar,Mumbai,620,"3,870",23.99 L
1,NA,Kharghar,Mumbai,640,"3,906",25 L
1 BHK Apartment,Sudarshan Sky HeightsThane West,Thane West,Mumbai,453,"16,335",74 L
2 BHK Apartment,Sudarshan Sky HeightsThane West,Thane West,Mumbai,668,"15,419",1.03 Cr
2 BHK Apartment,Sudarshan Sudarshan Lands EndMalad West,Malad West,Mumbai,706,"21,246",1.49 Cr
2 BHK Apartment,Sudarshan Sudarshan Lands EndMalad West,Malad West,Mumbai,649,"20,030",1.29 Cr
1 BHK Apartment,Shree Yogeshwar Yogeshwar ParkDombivali,Dombivali,Mumbai,600,"3,500",21 L
1 BHK Apartment,Sai Buildcon Lake View HeightsVasai,Vasai,Mumbai,610,"4,811",29.35 L
1 BHK Apartment,Sai Buildcon Lake View HeightsVasai,Vasai,Mumbai,655,"4,793",31.4 L
1 BHK Apartment,Sai Buildcon Lake View HeightsVasai,Vasai,Mumbai,635,"4,803",30.5 L
2 BHK Apartment,Sai Buildcon Lake View HeightsVasai,Vasai,Mumbai,830,"4,819",40 L
2,NA,Vikhroli West,Mumbai,460,"14,130",65 L
2,NA,Kalyan West,Mumbai,825,"5,939",49 L
1 BHK Apartment,Sarvoday OnyxKalyan West,Kalyan West,Mumbai,685,"6,569",45 L
2 BHK Independent Floor,Panvelkar ClassicAmbernath East,Ambernath East,Mumbai,900,"5,555",50 L
2 BHK Apartment,Reputed Builder Arihant DarshanKandivali East,Kandivali East,Mumbai,870,"16,666",1.45 Cr
1,NA,Vasai West,Mumbai,410,"6,829",28 L
2 BHK Apartment,Sahabhagi Riva RythmKarjat,Karjat,Mumbai,528,"4,581",24.19 L
2 BHK Apartment,Sahabhagi Riva RythmKarjat,Karjat,Mumbai,528,"4,581",24.19 L
1 BHK Apartment,Sahabhagi Riva RythmKarjat,Karjat,Mumbai,276,"5,072",14 L
1 BHK Apartment,Sahabhagi Riva RythmKarjat,Karjat,Mumbai,276,"5,072",14 L
2 BHK Apartment,Sahabhagi Riva RythmKarjat,Karjat,Mumbai,528,"4,581",24.19 L
2 BHK Apartment,Sahabhagi Riva RythmKarjat,Karjat,Mumbai,528,"4,581",24.19 L
1 BHK Apartment,Sahabhagi Riva RythmKarjat,Karjat,Mumbai,276,"5,072",14 L
1 BHK Apartment,Sahabhagi Riva RythmKarjat,Karjat,Mumbai,276,"5,072",14 L
1 BHK Apartment,Shree Yogeshwar Yogeshwar ParkDombivali,Dombivali,Mumbai,600,"3,500",21 L
1 RK Studio Apartment,Reputed Builder Krishnamai CHSDombivali,Dombivali,Mumbai,390,"3,846",15 L
1 BHK Apartment,Om GM Thakur CityPalghar,Palghar,Mumbai,520,"3,307",17.2 L
1 BHK Apartment,Om GM Thakur CityPalghar,Palghar,Mumbai,555,"3,297",18.3 L
1 RK Studio Apartment,Om GM Thakur CityPalghar,Palghar,Mumbai,360,"3,388",12.2 L
2 BHK Apartment,Om GM Thakur CityPalghar,Palghar,Mumbai,850,"3,235",27.5 L
1 BHK Apartment,Ahuja ClassiqueChembur,Chembur,Mumbai,582,"16,323",95 L
1 BHK Apartment,Reputed Builder Sunder TowerSewri,Sewri,Mumbai,500,"26,000",1.3 Cr
1,NA,Ghatkopar East,Mumbai,430,"18,139",78 L
2 BHK Apartment,Lodha EternisAndheri East,Andheri East,Mumbai,1200,"17,500",2.1 Cr
1 BHK Apartment,Beauty LandmarkBhandup West,Bhandup West,Mumbai,550,"14,909",82 L
1,NA,Hendre Pada,Mumbai,650,"3,230",21 L
2 BHK Apartment,Ahuja ClassiqueChembur,Chembur,Mumbai,1150,"13,913",1.6 Cr
2 BHK Apartment,Ahuja ClassiqueChembur,Chembur,Mumbai,1100,"14,545",1.6 Cr
2,NA,Thane West,Mumbai,975,"14,871",1.45 Cr
2 BHK Apartment,Rite SkyluxeChembur,Chembur,Mumbai,1050,"16,952",1.78 Cr
1 BHK Apartment,Green Sai Elite A And B WingDombivali,Dombivali,Mumbai,575,"5,300",30.47 L
1,NA,Dombivali East,Mumbai,485,"5,300",25.7 L
2 BHK Apartment,Umiya OasisMira Road East,Mira Road East,Mumbai,1070,"8,224",88 L
2,NA,Malad West,Mumbai,880,"16,477",1.45 Cr
1,NA,Bhayandar East,Mumbai,428,"10,514",45 L
2,NA,Mira Road East,Mumbai,830,"11,686",97 L
2 BHK Apartment,Panvelkar ClassicAmbernath East,Ambernath East,Mumbai,900,"6,000",54 L
2,NA,Kanjurmarg East,Mumbai,890,"14,606",1.3 Cr
1,NA,Neral,Mumbai,860,"4,244",36.5 L
1,NA,Dombivali East,Mumbai,450,"7,111",32 L
3 BHK Apartment,Reputed Builder Shreeji SplendorThane West,Thane West,Mumbai,1070,"10,046",1.07 Cr
1,NA,Belapur,Mumbai,525,"5,904",31 L
1 BHK Apartment,DB OzoneDahisar,Dahisar,Mumbai,585,"9,572",56 L
1,NA,Kurla West,Mumbai,220,"18,181",40 L
1 BHK Apartment,Raunak CityKalyan West,Kalyan West,Mumbai,630,"6,349",40 L
1,NA,Vevoor,Mumbai,540,"3,888",21 L
1 BHK Apartment,Om Prabhu Manohar CHSSeawoods,Seawoods,Mumbai,670,"14,776",99 L
2,NA,Dombivali East,Mumbai,819,"11,599",95 L
1 BHK Apartment,Padmawati RudranshPalghar,Palghar,Mumbai,475,"3,157",15 L
1 BHK Apartment,Samrin Sudama RegencyDombivali,Dombivali,Mumbai,560,"6,250",35 L
2 BHK Apartment,Reputed Builder Lodha ParkDombivali,Dombivali,Mumbai,750,"5,333",40 L
1,NA,Nalasopara East,Mumbai,237,"10,970",26 L
1 RK Studio Apartment,Shiv Ganga ApartmentDombivali,Dombivali,Mumbai,340,"5,735",19.5 L
1 BHK Apartment,Si Construction Shanza HeightMira Road East,Mira Road East,Mumbai,620,"8,387",52 L
3 BHK Apartment,Reputed Builder N -OsloThane West,Thane West,Mumbai,1200,"14,166",1.7 Cr
1,NA,Thane West,Mumbai,502,"11,852",59.5 L
1 BHK Apartment,Siddharth Riverwood ParkDombivali,Dombivali,Mumbai,650,"6,923",45 L
3 BHK Apartment,Hubtown Redwood And RosewoodMira Road East,Mira Road East,Mumbai,1520,"11,513",1.75 Cr
1,NA,Malad West,Mumbai,310,"20,000",62 L
1,NA,Malad West,Mumbai,320,"18,750",60 L
1 BHK Apartment,Saran Ciba SocietyGhatkopar West,Ghatkopar West,Mumbai,350,"16,714",58.5 L
1 BHK Apartment,Vimal ResidencyNala Sopara,Nala Sopara,Mumbai,580,"5,862",34 L
1 BHK Apartment,Vimal ResidencyNala Sopara,Nala Sopara,Mumbai,550,"6,181",34 L
2 BHK Apartment,Alag OliveGhatkopar East,Ghatkopar East,Mumbai,581,"19,965",1.16 Cr
1 BHK Apartment,Kanakia Country ParkBorivali East,Borivali East,Mumbai,540,"19,444",1.05 Cr
1 BHK Apartment,Sheth Vasant UtsavKandivali East,Kandivali East,Mumbai,560,"17,321",97 L
1,NA,Kharghar,Mumbai,600,"5,000",30 L
4,NA,Ville Parle East,Mumbai,2300,"35,869",8.25 Cr
2 BHK Apartment,Rutu EstateThane West,Thane West,Mumbai,890,"10,674",95 L
3,NA,Mumbai Central,Mumbai,2400,"25,000",6 Cr
1,NA,Shelu,Mumbai,520,"2,500",13 L
3 BHK Apartment,Reputed Builder Lodha CASA LAKESIDEPalava,Palava,Mumbai,1269,"6,698",85 L
1,NA,Byculla,Mumbai,275,"21,818",60 L
1,NA,New Balaji Nagar,Mumbai,565,"3,362",19 L
1 BHK Apartment,Ajmera Yogi DhamKalyan West,Kalyan West,Mumbai,730,"7,123",52 L
